fname,frame_no,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,label
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,900.0,1735.0,256.0,1664.0,274.0,1678.0,297.0,1735.0,342.0,1777.0,319.0,1607.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,2944.0,243.0,1635.0,405.0,2972.0,234.0,2972.0,243.0,,,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,915.0,1720.0,256.0,1664.0,274.0,1678.0,297.0,1735.0,346.0,1777.0,319.0,1607.0,274.0,2986.0,238.0,1749.0,319.0,1536.0,360.0,1777.0,315.0,1820.0,333.0,2972.0,234.0,1763.0,315.0,1806.0,333.0,1578.0,324.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,930.0,1749.0,234.0,1664.0,274.0,1678.0,297.0,1720.0,342.0,1777.0,319.0,1607.0,274.0,2986.0,238.0,2986.0,135.0,2944.0,234.0,1777.0,315.0,1820.0,333.0,2972.0,234.0,1777.0,346.0,1806.0,337.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,945.0,1735.0,234.0,1649.0,274.0,1678.0,297.0,1720.0,342.0,1806.0,328.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,1550.0,373.0,1792.0,315.0,1649.0,405.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,1578.0,328.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,960.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1720.0,342.0,1792.0,319.0,1578.0,274.0,2986.0,238.0,2972.0,243.0,1550.0,373.0,1777.0,315.0,1649.0,405.0,2972.0,234.0,1777.0,342.0,,,1592.0,328.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,975.0,1735.0,238.0,1649.0,274.0,1678.0,292.0,1720.0,342.0,1820.0,324.0,1578.0,274.0,2986.0,238.0,1806.0,324.0,2944.0,225.0,1792.0,315.0,1649.0,405.0,2972.0,225.0,2958.0,243.0,,,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,990.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1720.0,342.0,1806.0,324.0,1578.0,274.0,2986.0,238.0,2972.0,243.0,2944.0,225.0,1792.0,315.0,1635.0,405.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1005.0,1706.0,229.0,1649.0,274.0,1678.0,292.0,1720.0,342.0,1777.0,324.0,1592.0,274.0,2986.0,238.0,2972.0,243.0,2944.0,229.0,1792.0,315.0,1649.0,405.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1020.0,1720.0,229.0,1635.0,274.0,1664.0,292.0,1720.0,342.0,1777.0,319.0,1592.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1777.0,315.0,1834.0,337.0,2972.0,234.0,2958.0,243.0,1806.0,337.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1035.0,1720.0,229.0,1635.0,274.0,1664.0,292.0,1720.0,346.0,1777.0,324.0,1592.0,279.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1777.0,315.0,1834.0,337.0,2972.0,229.0,2972.0,243.0,1806.0,337.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1050.0,1692.0,247.0,1649.0,274.0,1664.0,292.0,1720.0,342.0,1777.0,324.0,1592.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1834.0,337.0,2986.0,225.0,2972.0,243.0,1806.0,337.0,1607.0,324.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1065.0,1692.0,247.0,1649.0,270.0,1664.0,292.0,1720.0,342.0,1777.0,324.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1792.0,315.0,1834.0,333.0,2986.0,225.0,1777.0,342.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1080.0,1692.0,247.0,1635.0,270.0,1664.0,292.0,1720.0,342.0,1834.0,333.0,1578.0,274.0,2986.0,229.0,2944.0,225.0,2958.0,225.0,1792.0,315.0,1649.0,405.0,2986.0,225.0,2958.0,243.0,1806.0,337.0,1607.0,328.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1095.0,1678.0,247.0,1635.0,270.0,1664.0,288.0,1706.0,337.0,1792.0,324.0,1564.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,,,1649.0,405.0,2972.0,229.0,2972.0,243.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1110.0,1678.0,247.0,1635.0,270.0,1664.0,283.0,1720.0,333.0,1834.0,337.0,1550.0,279.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,,,1649.0,405.0,2972.0,229.0,2972.0,243.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1125.0,1678.0,247.0,1635.0,270.0,1664.0,283.0,1720.0,333.0,1806.0,324.0,1550.0,279.0,1564.0,315.0,2958.0,243.0,2944.0,220.0,2944.0,238.0,1649.0,405.0,2986.0,225.0,2972.0,243.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1140.0,1678.0,247.0,1635.0,270.0,1678.0,283.0,1720.0,333.0,1834.0,333.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,,,1649.0,405.0,2972.0,229.0,2972.0,243.0,1649.0,405.0,1578.0,315.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1155.0,1763.0,238.0,1664.0,274.0,1664.0,288.0,1706.0,337.0,1777.0,324.0,1621.0,279.0,3000.0,238.0,1706.0,324.0,1550.0,355.0,1792.0,315.0,1848.0,342.0,2986.0,225.0,1763.0,337.0,1664.0,396.0,1592.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1170.0,1749.0,234.0,1664.0,274.0,1664.0,288.0,1706.0,337.0,1777.0,324.0,1607.0,274.0,2986.0,238.0,2958.0,243.0,2958.0,220.0,1792.0,315.0,1848.0,342.0,2986.0,220.0,2972.0,243.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1185.0,1706.0,247.0,1649.0,274.0,1664.0,292.0,1720.0,337.0,1820.0,333.0,1592.0,274.0,2986.0,238.0,2972.0,243.0,2944.0,220.0,1792.0,315.0,1834.0,337.0,2986.0,220.0,1777.0,337.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1200.0,1706.0,229.0,1649.0,270.0,1664.0,288.0,1720.0,337.0,1777.0,324.0,1578.0,274.0,2986.0,238.0,2972.0,243.0,2944.0,225.0,1792.0,319.0,1834.0,337.0,2986.0,225.0,2972.0,243.0,1806.0,337.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1215.0,1706.0,252.0,1649.0,270.0,1664.0,288.0,1720.0,337.0,1834.0,333.0,1592.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1649.0,405.0,2972.0,229.0,1777.0,342.0,1649.0,400.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1230.0,1720.0,252.0,1649.0,270.0,1664.0,288.0,1706.0,337.0,1834.0,333.0,1592.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1635.0,405.0,2972.0,229.0,2972.0,243.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1245.0,1706.0,252.0,1649.0,270.0,1664.0,288.0,1706.0,337.0,1820.0,333.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,1550.0,360.0,1777.0,342.0,1649.0,405.0,2972.0,234.0,1777.0,337.0,,,1592.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1260.0,1720.0,234.0,1649.0,270.0,1664.0,288.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1792.0,315.0,1649.0,405.0,2972.0,229.0,1777.0,342.0,1664.0,396.0,1592.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1275.0,1706.0,252.0,1649.0,274.0,1664.0,288.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,234.0,2958.0,243.0,1536.0,355.0,1792.0,315.0,1834.0,333.0,2972.0,229.0,2972.0,243.0,1649.0,405.0,1564.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1290.0,1720.0,234.0,1649.0,274.0,1664.0,288.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,234.0,,,1550.0,360.0,1792.0,319.0,1834.0,333.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1305.0,1720.0,234.0,1649.0,274.0,1664.0,292.0,1720.0,337.0,1848.0,337.0,1578.0,274.0,2986.0,234.0,,,2944.0,229.0,1792.0,315.0,1649.0,405.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1320.0,1735.0,234.0,1649.0,274.0,1664.0,288.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,229.0,2958.0,229.0,2958.0,225.0,1792.0,315.0,1649.0,405.0,2972.0,234.0,1777.0,342.0,1664.0,400.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1335.0,1735.0,238.0,1649.0,274.0,1664.0,292.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,234.0,2958.0,238.0,2944.0,220.0,1792.0,315.0,1834.0,333.0,2972.0,225.0,1777.0,342.0,1806.0,337.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1350.0,1706.0,252.0,1649.0,274.0,1664.0,292.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1834.0,337.0,2972.0,234.0,2972.0,243.0,1806.0,337.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1365.0,1706.0,252.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1792.0,315.0,1834.0,333.0,2986.0,220.0,2972.0,243.0,1649.0,405.0,1578.0,315.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1380.0,1706.0,252.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1848.0,333.0,1578.0,274.0,2986.0,238.0,2972.0,243.0,2944.0,225.0,1792.0,315.0,1834.0,333.0,2972.0,229.0,2972.0,243.0,1820.0,337.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1395.0,1735.0,234.0,1649.0,274.0,1678.0,288.0,1720.0,337.0,1777.0,324.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1834.0,333.0,2972.0,229.0,2958.0,243.0,1820.0,333.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1410.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1777.0,324.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1848.0,333.0,2972.0,234.0,1777.0,319.0,1820.0,333.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1425.0,1706.0,252.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1777.0,324.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1834.0,333.0,2972.0,229.0,1777.0,319.0,1820.0,333.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1440.0,1735.0,238.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1834.0,328.0,1578.0,274.0,2986.0,229.0,,,1550.0,369.0,1792.0,315.0,1848.0,333.0,2972.0,234.0,1777.0,319.0,1820.0,333.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1455.0,1706.0,252.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1777.0,324.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1848.0,333.0,2972.0,234.0,1777.0,319.0,1820.0,333.0,1592.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1470.0,1706.0,252.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1777.0,324.0,1578.0,274.0,2986.0,229.0,2986.0,135.0,2944.0,229.0,1792.0,315.0,1834.0,333.0,2972.0,234.0,1777.0,319.0,1820.0,337.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1485.0,1735.0,238.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1820.0,328.0,1578.0,274.0,2986.0,238.0,1820.0,328.0,2944.0,229.0,1792.0,315.0,1820.0,333.0,2972.0,234.0,1777.0,342.0,1806.0,333.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1500.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2944.0,220.0,2986.0,135.0,2958.0,229.0,1792.0,315.0,1635.0,405.0,2972.0,234.0,,,,,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1515.0,1735.0,234.0,1649.0,270.0,1678.0,292.0,1720.0,342.0,1834.0,333.0,1578.0,274.0,2986.0,234.0,2972.0,243.0,2944.0,225.0,1792.0,315.0,1834.0,337.0,2972.0,229.0,2972.0,243.0,2958.0,243.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1530.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1820.0,328.0,1578.0,274.0,2986.0,234.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1649.0,405.0,2972.0,229.0,1777.0,342.0,1649.0,405.0,1592.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1545.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,234.0,2972.0,243.0,2944.0,229.0,1792.0,319.0,1649.0,405.0,2972.0,229.0,2958.0,243.0,2958.0,243.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1560.0,1706.0,252.0,1649.0,274.0,1678.0,292.0,1720.0,337.0,1820.0,333.0,1578.0,274.0,2986.0,234.0,2972.0,243.0,2944.0,229.0,1792.0,315.0,1635.0,405.0,2972.0,234.0,1777.0,342.0,1649.0,405.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1575.0,1735.0,238.0,1649.0,274.0,1678.0,292.0,1720.0,342.0,1834.0,337.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1649.0,400.0,2986.0,225.0,2972.0,243.0,2958.0,243.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1590.0,1735.0,234.0,1649.0,274.0,1678.0,292.0,1735.0,337.0,1834.0,333.0,1578.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,315.0,1635.0,405.0,2972.0,234.0,2972.0,243.0,2958.0,243.0,1578.0,319.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1605.0,1749.0,234.0,1664.0,270.0,1649.0,288.0,1720.0,337.0,1777.0,324.0,1621.0,279.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,319.0,1834.0,337.0,2972.0,229.0,2972.0,243.0,2958.0,243.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1620.0,1749.0,234.0,1649.0,274.0,1649.0,288.0,1720.0,333.0,1777.0,324.0,1621.0,279.0,2986.0,234.0,1735.0,324.0,2944.0,229.0,3256.0,306.0,1649.0,405.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1635.0,1735.0,229.0,1649.0,274.0,1649.0,288.0,1720.0,333.0,1834.0,337.0,1607.0,279.0,2986.0,234.0,1706.0,324.0,2944.0,225.0,2944.0,238.0,1635.0,405.0,2972.0,234.0,2958.0,243.0,1649.0,405.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1650.0,1735.0,229.0,1649.0,274.0,1635.0,288.0,1720.0,333.0,1792.0,324.0,1607.0,279.0,1664.0,315.0,1834.0,337.0,2958.0,220.0,2944.0,238.0,1649.0,405.0,2972.0,225.0,1777.0,342.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1665.0,1735.0,229.0,1649.0,270.0,1649.0,288.0,1720.0,333.0,1834.0,337.0,1607.0,279.0,2986.0,238.0,1720.0,324.0,2944.0,225.0,1792.0,319.0,1635.0,405.0,2986.0,225.0,2972.0,243.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1680.0,1735.0,229.0,1649.0,270.0,1635.0,283.0,1720.0,333.0,1820.0,333.0,1621.0,279.0,2986.0,229.0,1720.0,324.0,2944.0,225.0,2944.0,238.0,1635.0,405.0,2972.0,225.0,1777.0,342.0,1649.0,405.0,2958.0,229.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1695.0,1720.0,229.0,1649.0,274.0,1649.0,288.0,1720.0,333.0,1834.0,337.0,1607.0,279.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1792.0,319.0,1635.0,405.0,2986.0,220.0,1777.0,342.0,1649.0,400.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1710.0,1706.0,229.0,1635.0,274.0,1649.0,288.0,1735.0,333.0,1848.0,337.0,1607.0,279.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,2944.0,243.0,1635.0,405.0,2986.0,225.0,1777.0,342.0,1649.0,405.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1725.0,1735.0,234.0,1649.0,274.0,1664.0,288.0,1735.0,333.0,1834.0,333.0,1607.0,274.0,2986.0,238.0,2958.0,243.0,2944.0,225.0,1792.0,319.0,1635.0,405.0,2986.0,225.0,2958.0,243.0,1649.0,405.0,1592.0,315.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1740.0,1806.0,234.0,1720.0,274.0,1720.0,283.0,1735.0,337.0,1777.0,328.0,1678.0,270.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1792.0,319.0,1820.0,346.0,2986.0,220.0,1777.0,346.0,1664.0,400.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1755.0,1777.0,211.0,2958.0,220.0,1763.0,238.0,1692.0,292.0,1763.0,328.0,2986.0,234.0,2986.0,238.0,2958.0,243.0,2944.0,220.0,1692.0,337.0,1649.0,405.0,2986.0,225.0,2972.0,243.0,1536.0,387.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1770.0,1834.0,108.0,1735.0,148.0,1792.0,180.0,1777.0,238.0,1820.0,270.0,1621.0,157.0,1564.0,207.0,2958.0,243.0,2944.0,220.0,1649.0,351.0,1649.0,405.0,2986.0,220.0,2972.0,243.0,1536.0,387.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1785.0,1635.0,117.0,1607.0,144.0,1678.0,166.0,1735.0,211.0,1820.0,198.0,1464.0,157.0,1450.0,225.0,1450.0,261.0,2944.0,220.0,1692.0,319.0,1649.0,400.0,2972.0,220.0,1536.0,328.0,1536.0,391.0,1578.0,220.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1800.0,1664.0,117.0,1621.0,144.0,1706.0,162.0,1735.0,216.0,1820.0,207.0,1479.0,157.0,2986.0,238.0,1450.0,265.0,2944.0,220.0,1664.0,333.0,1678.0,391.0,2986.0,220.0,1536.0,337.0,1678.0,391.0,2958.0,225.0,symptom
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1815.0,1735.0,94.0,1678.0,144.0,1763.0,166.0,1777.0,216.0,1834.0,207.0,1536.0,157.0,1507.0,220.0,1507.0,261.0,1706.0,261.0,1692.0,333.0,1678.0,391.0,1592.0,261.0,1564.0,337.0,1536.0,391.0,1649.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1830.0,1749.0,94.0,1692.0,144.0,1777.0,166.0,1792.0,220.0,1848.0,207.0,1550.0,153.0,1521.0,189.0,,,1720.0,261.0,1692.0,333.0,1678.0,391.0,2972.0,238.0,1564.0,342.0,1536.0,391.0,1649.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1845.0,1720.0,94.0,1678.0,144.0,1763.0,166.0,1763.0,220.0,1848.0,202.0,1536.0,153.0,1521.0,220.0,1507.0,256.0,1706.0,265.0,1678.0,337.0,1678.0,391.0,2972.0,234.0,1550.0,346.0,1536.0,391.0,1649.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1860.0,1664.0,90.0,1649.0,139.0,1749.0,162.0,1763.0,220.0,1834.0,207.0,1536.0,157.0,1507.0,220.0,1479.0,256.0,1678.0,261.0,1678.0,333.0,1536.0,391.0,2972.0,234.0,1550.0,337.0,1678.0,391.0,1635.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1875.0,1664.0,90.0,1649.0,135.0,1749.0,162.0,1763.0,216.0,1820.0,202.0,1521.0,153.0,1493.0,189.0,2958.0,243.0,1664.0,261.0,1664.0,328.0,1678.0,396.0,1564.0,261.0,1550.0,333.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1890.0,1692.0,90.0,1649.0,139.0,1735.0,162.0,1763.0,216.0,1834.0,202.0,1521.0,153.0,1493.0,216.0,1479.0,256.0,1664.0,261.0,1664.0,328.0,1678.0,391.0,1550.0,261.0,1550.0,337.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1905.0,1692.0,90.0,1649.0,139.0,1749.0,162.0,1763.0,216.0,1834.0,202.0,1521.0,153.0,1493.0,216.0,1479.0,247.0,1664.0,256.0,1664.0,333.0,1678.0,391.0,1564.0,256.0,1550.0,342.0,1536.0,391.0,1621.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1920.0,1692.0,90.0,1649.0,139.0,1749.0,162.0,1749.0,220.0,1820.0,202.0,1521.0,153.0,1493.0,189.0,2958.0,243.0,1664.0,261.0,1664.0,328.0,1678.0,391.0,2972.0,234.0,1550.0,337.0,1536.0,391.0,1621.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1935.0,1678.0,90.0,1649.0,139.0,1735.0,162.0,1749.0,216.0,1820.0,202.0,1507.0,157.0,1493.0,216.0,2958.0,243.0,1664.0,261.0,1664.0,342.0,1678.0,391.0,1564.0,261.0,1550.0,333.0,1536.0,391.0,1621.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1950.0,1649.0,85.0,1635.0,135.0,1735.0,162.0,1763.0,216.0,1834.0,198.0,1521.0,157.0,1493.0,216.0,1479.0,256.0,1664.0,261.0,1664.0,328.0,1536.0,391.0,1564.0,261.0,1550.0,333.0,1678.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1965.0,1635.0,85.0,1635.0,139.0,1749.0,162.0,1763.0,216.0,1820.0,202.0,1521.0,157.0,1493.0,189.0,2958.0,229.0,1664.0,256.0,1664.0,328.0,1678.0,391.0,1564.0,256.0,1550.0,337.0,1678.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1980.0,1664.0,90.0,1635.0,135.0,1735.0,162.0,1749.0,216.0,1820.0,198.0,1507.0,157.0,1479.0,189.0,2958.0,229.0,1664.0,261.0,1664.0,328.0,1678.0,391.0,1564.0,261.0,1550.0,333.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,1995.0,1692.0,90.0,1649.0,139.0,1735.0,162.0,1749.0,216.0,1820.0,202.0,1507.0,157.0,1493.0,193.0,3271.0,360.0,1664.0,256.0,1664.0,337.0,1678.0,391.0,1564.0,256.0,1550.0,337.0,1536.0,391.0,1607.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,2010.0,1692.0,90.0,1649.0,144.0,1735.0,162.0,1749.0,216.0,1834.0,202.0,1507.0,157.0,1507.0,220.0,1507.0,252.0,1664.0,256.0,1678.0,328.0,1678.0,391.0,1550.0,256.0,1550.0,337.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,2025.0,1692.0,90.0,1649.0,139.0,1749.0,162.0,1749.0,216.0,1820.0,202.0,1507.0,157.0,1493.0,189.0,2972.0,243.0,1664.0,261.0,1678.0,328.0,1678.0,391.0,2972.0,234.0,1550.0,337.0,1536.0,391.0,1621.0,216.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,2040.0,1664.0,90.0,1649.0,135.0,1749.0,157.0,1763.0,216.0,1834.0,202.0,1507.0,153.0,1493.0,189.0,2958.0,238.0,1664.0,252.0,1678.0,333.0,1678.0,391.0,2972.0,234.0,1550.0,337.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,2055.0,1678.0,90.0,1635.0,139.0,1735.0,157.0,1749.0,216.0,1820.0,202.0,1507.0,157.0,1479.0,189.0,1479.0,256.0,1664.0,256.0,1664.0,328.0,1678.0,391.0,2972.0,234.0,1550.0,337.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,2070.0,1692.0,90.0,1649.0,139.0,1735.0,162.0,1749.0,216.0,1820.0,202.0,1507.0,157.0,1493.0,216.0,1493.0,256.0,1678.0,261.0,1678.0,328.0,1678.0,391.0,1564.0,256.0,1550.0,337.0,1536.0,391.0,1621.0,211.0,action
./data/train/C021_A18_SY15_P07_S12_03NAS.mp4,2085.0,1692.0,90.0,1649.0,139.0,1749.0,162.0,1763.0,216.0,1834.0,198.0,1521.0,157.0,1493.0,189.0,1550.0,189.0,1678.0,256.0,1678.0,333.0,1536.0,391.0,2972.0,234.0,1550.0,333.0,1678.0,391.0,1621.0,211.0,action
